message,label
Reminder: Your subscription will expire in 3 days. Renew now.,0
Your package is on the way! Expected delivery: Friday.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Invoice for your recent purchase is attached. Please review.,0
Your payment has been successfully processed.,0
"Hey, are you available for the project discussion tomorrow?",0
"Hey, are you available for the project discussion tomorrow?",0
Your package is on the way! Expected delivery: Friday.,0
Can you review the project proposal before our call?,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Thanks for your response! I appreciate your input.,0
Thank you for your purchase! Your receipt is attached.,0
Please find the attached invoice for your purchase.,0
Thanks for your response! I appreciate your input.,0
Your order has been shipped! You can track your delivery here.,0
Welcome to our community! We are excited to have you here.,0
Your package is on the way! Expected delivery: Friday.,0
"Hey, are you available for the project discussion tomorrow?",0
Your package is on the way! Expected delivery: Friday.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Your order has been shipped! You can track your delivery here.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Can you review the project proposal before our call?,0
Thanks for your response! I appreciate your input.,0
Thanks for your response! I appreciate your input.,0
"Hey, are you available for the project discussion tomorrow?",0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Can you review the project proposal before our call?,0
Thanks for your response! I appreciate your input.,0
Your package is on the way! Expected delivery: Friday.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Your payment has been successfully processed.,0
Just checking in! Hope you’re doing well.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Thanks for your response! I appreciate your input.,0
Invoice for your recent purchase is attached. Please review.,0
Welcome to our community! We are excited to have you here.,0
Thank you for your purchase! Your receipt is attached.,0
Your payment has been successfully processed.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Your order has been shipped! You can track your delivery here.,0
"Hey, are you available for the project discussion tomorrow?",0
Just checking in! Hope you’re doing well.,0
Thanks for your response! I appreciate your input.,0
Welcome to our community! We are excited to have you here.,0
Your order has been shipped! You can track your delivery here.,0
"Hey, are you available for the project discussion tomorrow?",0
Welcome to our community! We are excited to have you here.,0
Your order has been shipped! You can track your delivery here.,0
Can you review the project proposal before our call?,0
"Hey, are you available for the project discussion tomorrow?",0
Thanks for your response! I appreciate your input.,0
Please find the attached invoice for your purchase.,0
Please find the attached invoice for your purchase.,0
Welcome to our community! We are excited to have you here.,0
Welcome to our community! We are excited to have you here.,0
Welcome to our community! We are excited to have you here.,0
Thank you for your purchase! Your receipt is attached.,0
Thanks for your response! I appreciate your input.,0
"Hey, are you available for the project discussion tomorrow?",0
Your package is on the way! Expected delivery: Friday.,0
Your order has been shipped! You can track your delivery here.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Can you review the project proposal before our call?,0
Your order has been shipped! You can track your delivery here.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Invoice for your recent purchase is attached. Please review.,0
Welcome to our community! We are excited to have you here.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Your order has been shipped! You can track your delivery here.,0
Invitation: Join us for a networking event this Saturday.,0
Invoice for your recent purchase is attached. Please review.,0
Invoice for your recent purchase is attached. Please review.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Your package is on the way! Expected delivery: Friday.,0
Your payment has been successfully processed.,0
Thanks for your response! I appreciate your input.,0
Your package is on the way! Expected delivery: Friday.,0
Your package is on the way! Expected delivery: Friday.,0
"Hey, are you available for the project discussion tomorrow?",0
"Hey, are you available for the project discussion tomorrow?",0
Your package is on the way! Expected delivery: Friday.,0
Can you review the project proposal before our call?,0
Welcome to our community! We are excited to have you here.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Thank you for your purchase! Your receipt is attached.,0
Please find the attached invoice for your purchase.,0
Welcome to our community! We are excited to have you here.,0
Your order has been shipped! You can track your delivery here.,0
Invoice for your recent purchase is attached. Please review.,0
Your order has been shipped! You can track your delivery here.,0
Just checking in! Hope you’re doing well.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Thank you for your purchase! Your receipt is attached.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Just checking in! Hope you’re doing well.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Welcome to our community! We are excited to have you here.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Your order has been shipped! You can track your delivery here.,0
Thanks for your response! I appreciate your input.,0
Please find the attached invoice for your purchase.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Just checking in! Hope you’re doing well.,0
Your order has been shipped! You can track your delivery here.,0
Please find the attached invoice for your purchase.,0
Please find the attached invoice for your purchase.,0
Your package is on the way! Expected delivery: Friday.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Your payment has been successfully processed.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Thanks for your response! I appreciate your input.,0
Welcome to our community! We are excited to have you here.,0
Your package is on the way! Expected delivery: Friday.,0
Invitation: Join us for a networking event this Saturday.,0
Welcome to our community! We are excited to have you here.,0
Just checking in! Hope you’re doing well.,0
Please find the attached invoice for your purchase.,0
Can you review the project proposal before our call?,0
Thanks for your response! I appreciate your input.,0
Welcome to our community! We are excited to have you here.,0
Just checking in! Hope you’re doing well.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Welcome to our community! We are excited to have you here.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Can you review the project proposal before our call?,0
Your order has been shipped! You can track your delivery here.,0
Welcome to our community! We are excited to have you here.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Invitation: Join us for a networking event this Saturday.,0
Thank you for your purchase! Your receipt is attached.,0
Your order has been shipped! You can track your delivery here.,0
Can you review the project proposal before our call?,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Please find the attached invoice for your purchase.,0
Just checking in! Hope you’re doing well.,0
Thank you for your purchase! Your receipt is attached.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Your package is on the way! Expected delivery: Friday.,0
Invoice for your recent purchase is attached. Please review.,0
Your package is on the way! Expected delivery: Friday.,0
Welcome to our community! We are excited to have you here.,0
Your order has been shipped! You can track your delivery here.,0
Thank you for your purchase! Your receipt is attached.,0
Invoice for your recent purchase is attached. Please review.,0
Just checking in! Hope you’re doing well.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Invoice for your recent purchase is attached. Please review.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Invoice for your recent purchase is attached. Please review.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Please find the attached invoice for your purchase.,0
"Hey, are you available for the project discussion tomorrow?",0
Thank you for your purchase! Your receipt is attached.,0
Welcome to our community! We are excited to have you here.,0
Thank you for your purchase! Your receipt is attached.,0
Your package is on the way! Expected delivery: Friday.,0
Your package is on the way! Expected delivery: Friday.,0
Thanks for your response! I appreciate your input.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Please find the attached invoice for your purchase.,0
Welcome to our community! We are excited to have you here.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Just checking in! Hope you’re doing well.,0
Your payment has been successfully processed.,0
Your package is on the way! Expected delivery: Friday.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Thank you for your purchase! Your receipt is attached.,0
Just checking in! Hope you’re doing well.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Invitation: Join us for a networking event this Saturday.,0
Welcome to our community! We are excited to have you here.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Your order has been shipped! You can track your delivery here.,0
Invitation: Join us for a networking event this Saturday.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Thank you for your purchase! Your receipt is attached.,0
Please find the attached invoice for your purchase.,0
Just checking in! Hope you’re doing well.,0
Please find the attached invoice for your purchase.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Invoice for your recent purchase is attached. Please review.,0
Welcome to our community! We are excited to have you here.,0
Invoice for your recent purchase is attached. Please review.,0
Your payment has been successfully processed.,0
Welcome to our community! We are excited to have you here.,0
Your order has been shipped! You can track your delivery here.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Invitation: Join us for a networking event this Saturday.,0
"Hey, are you available for the project discussion tomorrow?",0
Thank you for your purchase! Your receipt is attached.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Can you review the project proposal before our call?,0
Can you review the project proposal before our call?,0
Your payment has been successfully processed.,0
Please find the attached invoice for your purchase.,0
Thanks for your response! I appreciate your input.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Your order has been shipped! You can track your delivery here.,0
Your package is on the way! Expected delivery: Friday.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Invitation: Join us for a networking event this Saturday.,0
Your package is on the way! Expected delivery: Friday.,0
Can you review the project proposal before our call?,0
"Hey, are you available for the project discussion tomorrow?",0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Your package is on the way! Expected delivery: Friday.,0
Can you review the project proposal before our call?,0
Please find the attached invoice for your purchase.,0
Just checking in! Hope you’re doing well.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Your payment has been successfully processed.,0
"Hey, are you available for the project discussion tomorrow?",0
Meeting rescheduled to next Monday. Let me know if that works.,0
Can you review the project proposal before our call?,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Your package is on the way! Expected delivery: Friday.,0
Invitation: Join us for a networking event this Saturday.,0
Please find the attached invoice for your purchase.,0
Thanks for your response! I appreciate your input.,0
Can you review the project proposal before our call?,0
Invoice for your recent purchase is attached. Please review.,0
Welcome to our community! We are excited to have you here.,0
Invoice for your recent purchase is attached. Please review.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Just checking in! Hope you’re doing well.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Just checking in! Hope you’re doing well.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
"Hey, are you available for the project discussion tomorrow?",0
Thank you for your purchase! Your receipt is attached.,0
Your order has been shipped! You can track your delivery here.,0
Just checking in! Hope you’re doing well.,0
Can you review the project proposal before our call?,0
Your order has been shipped! You can track your delivery here.,0
Just checking in! Hope you’re doing well.,0
"Hey, are you available for the project discussion tomorrow?",0
Your order has been shipped! You can track your delivery here.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Just checking in! Hope you’re doing well.,0
Can you review the project proposal before our call?,0
Your payment has been successfully processed.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Just checking in! Hope you’re doing well.,0
Your package is on the way! Expected delivery: Friday.,0
Please find the attached invoice for your purchase.,0
Thank you for your purchase! Your receipt is attached.,0
Your order has been shipped! You can track your delivery here.,0
Welcome to our community! We are excited to have you here.,0
Thanks for your response! I appreciate your input.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Invoice for your recent purchase is attached. Please review.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Can you review the project proposal before our call?,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Welcome to our community! We are excited to have you here.,0
Thank you for your purchase! Your receipt is attached.,0
"Hey, are you available for the project discussion tomorrow?",0
Your package is on the way! Expected delivery: Friday.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Welcome to our community! We are excited to have you here.,0
Please find the attached invoice for your purchase.,0
Thanks for your response! I appreciate your input.,0
Looking forward to our meeting next week. Let me know if you're available.,0
"Hey, are you available for the project discussion tomorrow?",0
Invitation: Join us for a networking event this Saturday.,0
Welcome to our community! We are excited to have you here.,0
Thanks for your response! I appreciate your input.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Thanks for your response! I appreciate your input.,0
Thanks for your response! I appreciate your input.,0
Please find the attached invoice for your purchase.,0
Please find the attached invoice for your purchase.,0
Thank you for your purchase! Your receipt is attached.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Invoice for your recent purchase is attached. Please review.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Can you review the project proposal before our call?,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
"Hey, are you available for the project discussion tomorrow?",0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Your order has been shipped! You can track your delivery here.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Your package is on the way! Expected delivery: Friday.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Can you review the project proposal before our call?,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Welcome to our community! We are excited to have you here.,0
Welcome to our community! We are excited to have you here.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Thanks for your response! I appreciate your input.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Please find the attached invoice for your purchase.,0
Your package is on the way! Expected delivery: Friday.,0
Thank you for your purchase! Your receipt is attached.,0
Your payment has been successfully processed.,0
Thank you for your purchase! Your receipt is attached.,0
Please find the attached invoice for your purchase.,0
Your payment has been successfully processed.,0
Thank you for your purchase! Your receipt is attached.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Your package is on the way! Expected delivery: Friday.,0
Your payment has been successfully processed.,0
Can you review the project proposal before our call?,0
Your payment has been successfully processed.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Just checking in! Hope you’re doing well.,0
Can you review the project proposal before our call?,0
Thanks for your response! I appreciate your input.,0
Thanks for your response! I appreciate your input.,0
"Hey, are you available for the project discussion tomorrow?",0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Invoice for your recent purchase is attached. Please review.,0
Invitation: Join us for a networking event this Saturday.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Invitation: Join us for a networking event this Saturday.,0
Meeting rescheduled to next Monday. Let me know if that works.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Thank you for your purchase! Your receipt is attached.,0
Your payment has been successfully processed.,0
Your payment has been successfully processed.,0
"Hey, are you available for the project discussion tomorrow?",0
"Hey, are you available for the project discussion tomorrow?",0
Invitation: Join us for a networking event this Saturday.,0
Your order has been shipped! You can track your delivery here.,0
Thank you for your purchase! Your receipt is attached.,0
Just checking in! Hope you’re doing well.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Thanks for your response! I appreciate your input.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Your order has been shipped! You can track your delivery here.,0
Your order has been shipped! You can track your delivery here.,0
Invoice for your recent purchase is attached. Please review.,0
Your package is on the way! Expected delivery: Friday.,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Invoice for your recent purchase is attached. Please review.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Your order has been shipped! You can track your delivery here.,0
Can you review the project proposal before our call?,0
Reminder: Your car service appointment is on Monday at 10 AM.,0
Please find the attached invoice for your purchase.,0
Thank you for your purchase! Your receipt is attached.,0
Invitation: Join us for a networking event this Saturday.,0
Invoice for your recent purchase is attached. Please review.,0
Invitation: Join us for a networking event this Saturday.,0
Your package is on the way! Expected delivery: Friday.,0
Looking forward to our meeting next week. Let me know if you're available.,0
Thanks for your response! I appreciate your input.,0
Your payment has been successfully processed.,0
Can you review the project proposal before our call?,0
Invitation: Join us for a networking event this Saturday.,0
Thank you for your purchase! Your receipt is attached.,0
Please find the attached invoice for your purchase.,0
Your order has been shipped! You can track your delivery here.,0
Invoice for your recent purchase is attached. Please review.,0
Invitation: Join us for a networking event this Saturday.,0
Can you review the project proposal before our call?,0
Your payment has been successfully processed.,0
Please find the attached invoice for your purchase.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Your order has been shipped! You can track your delivery here.,0
Your payment has been successfully processed.,0
Can you review the project proposal before our call?,0
Just checking in! Hope you’re doing well.,0
Just checking in! Hope you’re doing well.,0
Please find the attached invoice for your purchase.,0
Reminder: Your subscription will expire in 3 days. Renew now.,0
Can you review the project proposal before our call?,0
Invoice for your recent purchase is attached. Please review.,0
"Hey, are you available for the project discussion tomorrow?",0
Looking forward to our meeting next week. Let me know if you're available.,0
